Asset #,Asset Description,Category Description,Sub-Category Description,Status Description,Site,Building,Location,Account Description,Location Description,Manufacturer Name,Model Number,Manufacturer Serial Number,Date Accepted,Cost Basis,Warranty End Date,
1046457,"Pressure Meters, Digital",Pressure Meters,"Pressure Meters, Digital",Active,MSH,MSH,1,Biomedical Engineering,Biomed ,FLUKE BIOMEDICAL,DPM2 PLUS,3097026,4-14-15 12:00 AM,,,
1046458,"Pressure Meters, Digital",Pressure Meters,"Pressure Meters, Digital",Active,MSH,MSH,1,Biomedical Engineering,Biomed,Ashcroft Inc,30PSI-Digital test,1320916,11-3-16 12:00 AM,,,
1046459,"SCALES, OTHER",Scales,"SCALES, OTHER",Active,MSH,MSH,1,Biomedical Engineering,Biomed,Adam Equipment Inc,HCB-153,AE76101802,10-14-16 12:00 AM,,,
1046460,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,BP,Bridgepoint,Ambulatory Care,Welch Allyn,SPOT 420,201701806,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046461,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,2N,Bridgepoint,2nd Floor - North Side,Welch Allyn,SPOT 420,201701849,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046462,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,2S,Bridgepoint,2nd Floor - South Side,Welch Allyn,SPOT 420,201701892,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046463,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3N,Bridgepoint,3rd Floor - North Side,Welch Allyn,SPOT 420,201701876,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046464,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3S,Bridgepoint,3rd Floor - South Side,Welch Allyn,SPOT 420,201701867,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046465,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,4N,Bridgepoint,4th Floor - North Side,Welch Allyn,SPOT 420,201701885,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046466,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,4S,Bridgepoint,4th Floor - South Side,Welch Allyn,SPOT 420,201701863,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046467,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6N,Bridgepoint,6th Floor - North Side,Welch Allyn,SPOT 420,201701808,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046477,"Smoke Evacuation Systems, Surgical, Stationary",Smoke Evacuation Systems,"Smoke Evacuation Systems, Surgical, Stationary",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),7th Floor,KLS Martin,marVAC LAP,MR402L0302171272,4-21-17 12:00 AM,,4-21-22 12:00 AM,
1046480,"Smoke Evacuation Systems, Surgical, Mobile/Portable",Smoke Evacuation Systems,"Smoke Evacuation Systems, Surgical, Mobile/Portable",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR,KLS Martin,marVAC LAP,MR402L0302171273,4-21-17 12:00 AM,,4-21-22 12:00 AM,
1046481,"Electrosurgical Units, Monopolar/Bipolar",Electrosurgical Units,"Electrosurgical Units, Monopolar/Bipolar",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),7th Floor - OR,CONMED CORP,60-2450-120,MR402L0302171271,4-21-17 12:00 AM,,4-21-22 12:00 AM,
1046483,"Smoke Evacuation Systems, Surgical",Smoke Evacuation Systems,"Smoke Evacuation Systems, Surgical",Active,MSH,MSH,16U,Cath Lab,Cath Lab,KLS Martin,marVAC LAP,MR402L0302171270,4-21-17 12:00 AM,,4-21-22 12:00 AM,
1046486,"Display Monitor, Flat Panel",Display Monitor,"Display Monitor, Flat Panel",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),O.R,STRYKER CORP,VisionPro,SVP264F0105,4-24-17 12:00 AM,,,
1046519,Workstation,Workstation,"Workstation, NM",Active,MSH,MSH,5,JDMI - MRI,MSH-5-MRI,Siemens,Leonardo,7245,1-1-10 12:00 AM,0.00,1-1-11 12:00 AM,
1046520,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6S,Bridgepoint,6th Floor - South Side,Welch Allyn,SPOT 420,201701884,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046521,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,7N,Bridgepoint,7th Floor - North Side,Welch Allyn,SPOT 420,201701887,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046522,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,7S,Bridgepoint,7th Floor - South Side,Welch Allyn,SPOT 420,201701897,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046523,Workstation,Workstation,"Workstation, NM",Active,MSH,MSH,6,JDMI - Nuclear Medicine,MSH-6-201-11,Thinking Systems Corp,MD Station,G4D3HD1,12-10-08 12:00 AM,0.00,12-10-09 12:00 AM,
1046524,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,8N,Bridgepoint,8th Floor - North Side,Welch Allyn,SPOT 420,201701862,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046525,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,8S,Bridgepoint,8th Floor - South Side,Welch Allyn,SPOT 420,201701873,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046526,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,8S,Bridgepoint,8th Floor - South Side,Welch Allyn,SPOT 420,201701866,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046527,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,8N,Bridgepoint,8th Floor - North Side,Welch Allyn,SPOT 420,201701860,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046528,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6S,Bridgepoint,6th Floor - South Side,Welch Allyn,SPOT 420,201701870,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046529,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,9N,Bridgepoint,9th Floor - North Side,Welch Allyn,SPOT 420,201701876,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046530,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,9S,Bridgepoint,9th Floor - South Side,Welch Allyn,SPOT 420,201701841,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046531,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,9S,Bridgepoint,9th Floor - South Side,Welch Allyn,SPOT 420,201701858,4-18-17 12:00 AM,0.00,3-4-17 12:00 AM,
1046538,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Thermometers,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Active,MSH,MSH,17U,NICU,NICU,Cardinal Health Canada Inc,Filac 3000 AD,A1659681X,3-6-12 12:00 AM,297.05,3-6-15 12:00 AM,
1046542,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Thermometers,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Active,MSH,MSH,16M,Mother & Baby,16th Floor - Murray Side,Cardinal Health Canada Inc,Filac 3000 AD,A1655981X,3-6-12 12:00 AM,297.05,3-6-15 12:00 AM,
1046544,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Thermometers,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Active,MSH,MSH,15M,Nursing 15 Murray/Antenatal,Antenatal,Cardinal Health Canada Inc,Filac 3000 AD,A1659657X,3-6-12 12:00 AM,297.05,3-6-15 12:00 AM,
1046572,"Smoke Evacuation Systems, Surgical",Smoke Evacuation Systems,"Smoke Evacuation Systems, Surgical",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),7th Floor,KLS Martin,marVAC LAP,MR402L0302171264,4-12-17 12:00 AM,,4-27-18 12:00 AM,
1046577,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Thermometers,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Active,MSH,MSH,15U,Nursing 15 Murray/Antenatal,Antenatal ,Cardinal Health Canada Inc,Filac 3000 AD,A1858518X,3-6-12 12:00 AM,297.05,3-6-15 12:00 AM,
1046599,"Power Systems, Uninterruptible",Power Systems,"Power Systems, Uninterruptible",Active,MSH,MSH,1,Biomedical Engineering,1st Floor,TRIPP LITE,Smart500RT1U,2335NLCSM628401138,5-4-17 12:00 AM,461.00,,
1046600,"Power Systems, Uninterruptible",Power Systems,"Power Systems, Uninterruptible",Active,MSH,MSH,17U,NICU,NICU - Zone C main central,TRIPP LITE,Smart500RT1U,2335NLCSM628401140,8-12-14 12:00 AM,461.00,8-12-15 12:00 AM,
1046601,"Power Systems, Uninterruptible",Power Systems,"Power Systems, Uninterruptible",Active,MSH,MSH,17U,NICU,NICU - Zone B central,TRIPP LITE,Smart500RT1U,2335NLCSM628401140,8-12-14 12:00 AM,461.00,8-12-15 12:00 AM,
1046602,"Power Systems, Uninterruptible",Power Systems,"Power Systems, Uninterruptible",Active,MSH,MSH,17U,NICU,NICU - Zone A Central,TRIPP LITE,Smart500RT1U,2335NLCSM628401139,8-12-14 12:00 AM,461.00,8-12-15 12:00 AM,
1046604,"Light Sources, Fiberoptic",Light Sources,"Light Sources, Fiberoptic",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),7th Floor,Integra Canada ULC,00MLX,16J00MLX7786,2-1-17 12:00 AM,,5-4-18 12:00 AM,
1046605,"Light Sources, Fiberoptic",Light Sources,"Light Sources, Fiberoptic",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),O.R,Integra Canada ULC,00MLX,16J00MLX7776,2-1-17 12:00 AM,,5-4-18 12:00 AM,
1046612,"Infusion Pumps, Patient-Controlled Analgesic",INFUSION PUMPS,"Infusion Pumps, Patient-Controlled Analgesic",Active,BH,BH,10N,Bridgepoint,10 North ,SIMS Deltec Ltd.,6300,264042,4-1-04 12:00 AM,4001.00,4-1-05 12:00 AM,
1046613,Magnetic Resonance Imaging (MRI),Scanning Systems,"Scanning Systems, Magnetic Resonance Imaging",Active,MSH,MSH,2,JDMI - MRI,MSH-2 (Research MRI),Siemens,Aera 1.5T,141302,5-13-11 12:00 AM,0.00,5-9-18 12:00 AM,
1046615,"Scales, Patient, Floor",Scales,"Scales, Patient, Floor",Active,MSH,60MURR,3,Unknown Ownership,3rd Floor,DETECTO SCALE CO.,758C,1728347051307,11-12-10 12:00 AM,5001.00,11-12-11 12:00 AM,
1046625,"Electrosurgical Units, Monopolar/Bipolar",Electrosurgical Units,"Electrosurgical Units, Monopolar/Bipolar",Active,MSH,MSH,16U,Cath Lab,Cath Lab,CONMED CORP,60-2450-120,15JGU184,5-15-17 12:00 AM,,4-21-22 12:00 AM,
1046629,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,BP,Bridgepoint,Ambulatory Care,Welch Allyn,SPOT 420,201622187,3-4-16 12:00 AM,0.00,3-4-17 12:00 AM,
1046630,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,BP,Bridgepoint,Ambulatory Care,Welch Allyn,SPOT 420,201501757,1-1-15 12:00 AM,0.00,3-4-17 12:00 AM,
1046631,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,2N,Bridgepoint,2nd Floor - North Side,Welch Allyn,SPOT 420,201622101,3-3-16 12:00 AM,0.00,3-4-17 12:00 AM,
1046632,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3S,Bridgepoint,3rd Floor - South Side,Welch Allyn,SPOT 420,201622205,3-4-16 12:00 AM,0.00,3-4-17 12:00 AM,
1046633,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3N,Bridgepoint,3rd Floor - North Side,Welch Allyn,SPOT 420,201622205,3-4-16 12:00 AM,0.00,3-4-17 12:00 AM,
1046634,"Electrosurgical Units, Monopolar/Bipolar",Electrosurgical Units,"Electrosurgical Units, Monopolar/Bipolar",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 2,CONMED CORP,60-2450-120,15KGU007,5-16-17 12:00 AM,,5-16-22 12:00 AM,
1046635,"Electrosurgical Units, Monopolar/Bipolar",Electrosurgical Units,"Electrosurgical Units, Monopolar/Bipolar",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),7th Floor - OR,CONMED CORP,60-2450-120,15JGU183,5-16-17 12:00 AM,,5-16-22 12:00 AM,
1046652,BLADDER SCANNER,BLADDER SCANNER,BLADDER SCANNER,Active,BH,BH,3N,Bridgepoint,3rd Floor - North Side,Mcube Technology Co Ltd,BioCon-700,2210K10105,5-23-17 12:00 AM,,5-23-18 12:00 AM,
1046654,BLADDER SCANNER,BLADDER SCANNER,BLADDER SCANNER,Active,BH,BH,3S,Bridgepoint,3rd Floor - South Side,Mcube Technology Co Ltd,BioCon-700,2210K10109,5-23-17 12:00 AM,,5-23-18 12:00 AM,
1046655,BLADDER SCANNER,BLADDER SCANNER,BLADDER SCANNER,Active,BH,BH,4N,Bridgepoint,4th Floor - North Side,Mcube Technology Co Ltd,BioCon-700,2210K20154,5-23-17 12:00 AM,,5-24-18 12:00 AM,
1046656,BLADDER SCANNER,BLADDER SCANNER,BLADDER SCANNER,Active,BH,BH,6N,Bridgepoint,6th Floor - North Side,Mcube Technology Co Ltd,BioCon-700,2210K2004,5-23-17 12:00 AM,,5-24-18 12:00 AM,
1046657,BLADDER SCANNER,BLADDER SCANNER,BLADDER SCANNER,Active,BH,BH,6S,Bridgepoint,6th Floor - South Side,Mcube Technology Co Ltd,BioCon-700,2210K20002,5-23-17 12:00 AM,,5-24-18 12:00 AM,
1046658,BLADDER SCANNER,BLADDER SCANNER,BLADDER SCANNER,Active,BH,BH,7N,Bridgepoint,7th Floor - North Side,Mcube Technology Co Ltd,BioCon-700,2210K10107,5-23-17 12:00 AM,11605.00,5-24-18 12:00 AM,
1046659,BLADDER SCANNER,BLADDER SCANNER,BLADDER SCANNER,Active,BH,BH,7S,Bridgepoint,7th Floor - South Side,Mcube Technology Co Ltd,BioCon-700,2210K20003,5-23-17 12:00 AM,,5-24-18 12:00 AM,
1046670,"Beds, Electric, Vertical Tilting",Beds,"Beds, Electric, Vertical Tilting",Active,MSH,MSH,16U,Echocardiography,16th Floor - University Side,IBIOM Instruments Ltd, ECHO-FLEX 5002,3901,5-26-17 12:00 AM,,5-26-18 12:00 AM,
1046671,"Beds, Electric, Vertical Tilting",Beds,"Beds, Electric, Vertical Tilting",Active,MSH,MSH,16U,Echocardiography,16th Floor - University Side,IBIOM Instruments Ltd, ECHO-FLEX 5002,3802,5-26-17 12:00 AM,,5-26-18 12:00 AM,
1046685,"Insufflators, Laparoscopic",Insufflators,"Insufflators, Laparoscopic",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 13,STRYKER CORP,Pneumo Sure,1703CE0026,6-1-17 12:00 AM,,,
1046714,Digital Color Printer,Digital Color Printer,Digital Color Printer,Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),7th Floor - OR,SONY MEDICAL ELECTRONICS DIV,,92248,6-13-17 12:00 AM,,,
1046718,"Tables, Examination/Treatment, Adjustable, Orthopedic",Tables,"Tables, Examination/Treatment, Adjustable, Orthopedic",Active,MSH,MSH,20M,Dovigi Orthopaedic sport Medicine Clinic (BUSINESS DEVELOPMENT),20th Floor - Murray Side,Seers Medical,ST3566,44185,6-13-17 12:00 AM,,,
1046727,VPAP W/Humidifer,VPAP W/Humidifer,VPAP W/Humidifer,Active,MSH,MSH,MSH,Respiratory Therapy, Room # 141,Resmed,S9- H5i,23131051983 / 22121832318,11-7-12 12:00 AM,7329.00,11-7-13 12:00 AM,
1046743,CPAP W/Humidifer,VPAP W/Humidifer,VPAP W/Humidifer,Active,MSH,OPG,8th Floor,Anesthesia,8th Floor,Resmed,37028-Air10 ,23151747424,6-22-12 12:00 AM,7329.00,6-22-18 12:00 AM,
1046744,CPAP W/Humidifer,VPAP W/Humidifer,VPAP W/Humidifer,Active,MSH,OPG,8th Floor,Anesthesia,8th Floor,Resmed,37028-Air10 ,23151746997,6-22-17 12:00 AM,7329.00,6-22-18 12:00 AM,
1046745,CPAP W/Humidifer,VPAP W/Humidifer,VPAP W/Humidifer,Active,MSH,OPG,8th Floor,Anesthesia,8th Floor,Resmed,37028-Air10 ,23151747074,6-22-12 12:00 AM,7329.00,6-22-18 12:00 AM,
1046746,CPAP W/Humidifer,VPAP W/Humidifer,VPAP W/Humidifer,Active,MSH,OPG,8th Floor,Anesthesia,8th Floor,Resmed,37028-Air10 ,23151747418,6-22-17 12:00 AM,7329.00,6-22-18 12:00 AM,
1046781,"Radiographic/Fluoroscopic Systems, Urologic",Radiographic/Fluoroscopic Systems,"Radiographic/Fluoroscopic Systems, Urologic",Active,MSH,MSH,5,Cystoscopy,MSH-7-OR 18 (Uroskop Omnia),Siemens,Uroskop Omnia Max,4576,6-1-17 12:00 AM,,6-1-18 12:00 AM,
1046782,"Laryngoscopes, Video",Laryngoscopes,"Laryngoscopes, Video",Active,MSH,MSH,5,Respiratory Therapy,5th Floor,Verathon Medical,LOPRO T3,LA142232,9-1-14 12:00 AM,,,
1046787,"Beds, Electric",Beds,"Beds, Electric",Active,MSH,MSH,5,ICU,ICU,HILL-ROM CO INC,P7500A,S167AW9410,7-5-17 12:00 AM,35000.00,7-5-19 12:00 AM,
1046788,"Beds, Electric",Beds,"Beds, Electric",Active,MSH,MSH,5,ICU,ICU,HILL-ROM CO INC,P7500A,S167AW9411,7-5-17 12:00 AM,35000.00,7-5-19 12:00 AM,
1046789,"LASERS, PHOTOCOAGULATOR",Lasers,"LASERS, PHOTOCOAGULATOR",Active,MSH,60MURR,1,Ophthalmology Clinic,Ophthalmology,Clarion Medical Technologies,Quantel Supra Laser,626,7-5-17 12:00 AM,,6-30-19 12:00 AM,
1046875,Food Pump,Food Pump,Food Pump,Active,MSH,MSH,MSH,Nutrition,BIOMED ,Covidien,482400J,C17175211 ,10-6-14 12:00 AM,2001.00,10-6-15 12:00 AM,
1046952,Ultrasound - POCUS,Scanning Systems,"Scanning Systems, Ultrasonic",Active,MSH,MSH,5,ICU,MSH ICU 5,Philips Healthcare,989605394911 - Sparq,US71710940,8-4-17 12:00 AM,,8-14-18 12:00 AM,
1046985,"Power Systems, Uninterruptible",Power Systems,"Power Systems, Uninterruptible",Active,MSH,MSH,1,COVID-19 - ICU Endoscopy,Biomedical Eng.,TRIPP LITE,Smart500RT1U,AGSM6284,3-21-12 12:00 AM,367.00,3-21-13 12:00 AM,
1046999,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43149591,9-15-15 12:00 AM,,,
1047000,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE01800589,9-15-15 12:00 AM,,,
1047001,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43131749,9-15-15 12:00 AM,,,
1047002,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE01812187,9-15-15 12:00 AM,,,
1047003,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14951044,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047004,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14952601,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047006,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14952607,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047007,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14955446,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047010,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14964839,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047011,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14965393,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047012,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43140023,9-15-15 12:00 AM,,,
1047014,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14965724,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047015,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14966060,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047016,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE01807129,9-15-15 12:00 AM,,,
1047017,"Transducer, TOCO",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2734B,DE43126608,9-15-15 12:00 AM,,,
1047030,"Transducer, Fetal Monitoring",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),15th Floor - University Side,Philips Healthcare,M2736A,DE43388869,8-11-17 12:00 AM,,,
1047034,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14968471,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047035,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972003,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047036,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972015,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047037,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972033,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047038,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972040,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047039,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972041,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047040,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972042,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047041,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972043,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047042,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972048,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047043,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972052,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047044,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972053,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047045,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972056,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047046,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972065,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
1047047,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14972066,8-7-17 12:00 AM,1200.00,8-10-19 12:00 AM,
